Date,Algoma_District,Brant_County,Chatham_Kent,Durham_Region,Eastern_Ontario,Grey_Bruce,Haldimand_Norfolk,Haliburton_Kawartha_Pine_Ridge,Halton_Region,City_of_Hamilton,Hastings_Prince_Edward,Huron_Perth,KFLA,Lambton_County,Leeds_Grenville_Lanark,Middlesex_London,Niagara_Region,North_Bay_Parry_Sound_District,Northwestern,City_of_Ottawa,Peel_Region,Peterborough_County_City,Porcupine,Waterloo_Region,Renfrew_County_and_District,Simcoe_Muskoka_District,Southwestern,Sudbury_and_District,Thunder_Bay_District,Timiskaming,Toronto,Wellington_Dufferin_Guelph,Windsor_Essex_County,York_Region,Total
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-03-25,0,1,0,3,0,1,0,0,1,3,0,0,3,0,0,0,1,0,0,3,3,0,0,2,0,0,0,1,0,0,17,1,1,5,46
2020-03-26,0,0,0,1,0,0,0,1,4,4,2,0,5,0,0,2,1,0,0,0,13,2,3,0,0,1,0,0,0,1,21,1,2,5,69
2020-03-27,0,0,0,5,0,1,0,14,1,1,0,0,0,5,0,4,2,1,1,5,15,3,0,3,0,4,2,1,0,0,22,0,0,34,124
2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-03-30,3,9,3,56,5,5,3,12,8,38,3,5,12,13,8,20,22,3,1,52,95,18,6,60,1,25,3,1,2,0,197,4,20,94,807
2020-03-31,0,3,0,21,1,1,4,10,7,17,0,1,8,9,8,8,10,0,0,9,42,2,0,5,1,9,2,2,1,1,4,18,0,16,220
2020-04-01,1,1,2,24,8,1,15,8,27,7,1,3,11,10,8,8,8,0,0,37,21,1,5,13,2,5,2,2,1,0,32,14,10,25,313
2020-04-02,0,5,2,25,6,1,10,9,18,20,4,3,4,17,7,22,18,0,1,118,114,9,3,13,3,8,1,3,0,0,282,6,37,109,878
2020-04-03,1,15,0,21,3,2,13,3,9,10,3,3,1,6,7,16,19,0,0,33,61,3,6,13,0,8,5,9,4,1,100,11,30,46,462
2020-04-04,1,11,1,18,7,0,9,3,26,13,1,0,0,3,9,20,25,0,0,28,41,1,4,15,0,2,1,3,3,0,62,13,19,36,375
2020-04-05,1,5,2,29,3,4,11,27,24,11,3,1,4,12,6,8,21,0,0,24,36,0,1,8,0,8,2,1,2,0,96,14,22,22,408
2020-04-06,0,0,0,12,6,0,0,1,9,15,1,0,0,2,4,12,5,0,0,29,50,1,0,6,0,6,0,0,0,0,98,7,16,29,309
2020-04-07,0,-1,4,20,1,6,14,2,14,10,0,5,0,6,16,11,18,1,2,23,85,0,1,16,2,10,2,0,4,2,64,8,23,10,379
2020-04-08,1,2,1,14,2,2,13,1,61,7,3,0,1,0,44,7,23,0,0,23,63,0,1,8,1,11,3,0,0,0,173,14,20,51,550
2020-04-09,0,5,0,15,4,1,6,9,19,12,0,3,-1,10,15,14,6,1,0,28,77,8,2,9,0,3,3,0,1,2,156,12,23,40,483
2020-04-10,0,4,1,23,2,3,8,0,17,10,0,4,0,7,14,8,15,0,3,36,57,0,5,8,2,11,2,2,4,0,149,6,28,49,478
2020-04-11,1,3,0,15,3,1,3,11,8,11,1,0,0,3,11,15,9,1,0,30,64,1,0,6,0,17,0,1,2,0,123,1,20,50,411
2020-04-12,0,2,1,10,2,2,12,7,9,14,1,1,1,7,27,14,17,1,0,34,62,0,2,7,2,1,4,1,0,0,126,0,14,20,401
2020-04-13,0,2,6,18,1,2,7,1,16,11,0,1,0,5,17,24,14,1,0,25,52,1,-1,9,0,10,1,4,3,0,170,1,4,16,421
2020-04-14,0,0,0,36,3,1,1,0,39,8,0,0,1,2,5,18,13,1,1,31,56,1,0,4,0,5,1,3,5,0,148,21,16,63,483
2020-04-15,0,3,0,61,0,1,15,1,8,17,0,2,0,0,19,7,24,2,0,26,77,0,0,4,0,3,1,1,0,3,135,8,36,40,494
2020-04-16,0,0,0,16,3,2,1,1,9,29,2,0,0,9,23,2,39,0,0,32,73,0,3,9,0,13,2,1,2,0,131,5,56,51,514
2020-04-17,1,1,0,43,1,2,5,-2,8,9,0,1,0,0,5,23,29,0,0,52,66,-1,4,3,0,11,1,2,2,0,242,6,17,33,564
2020-04-18,1,3,4,31,2,1,5,0,11,8,2,0,0,3,0,11,12,0,2,29,67,3,2,9,0,-3,2,0,6,0,205,5,9,55,485
2020-04-19,0,1,0,34,0,14,2,2,10,0,2,0,0,1,14,17,6,1,0,44,97,1,0,2,0,8,0,0,5,0,224,4,16,63,568
2020-04-20,0,2,1,52,2,4,0,6,8,11,2,0,1,2,3,11,10,0,0,55,186,0,1,6,0,5,2,1,0,1,156,11,18,49,606
2020-04-21,0,3,1,46,1,0,5,-2,1,14,0,2,1,14,6,29,10,1,1,39,127,2,0,10,0,12,0,2,1,1,131,4,26,63,551
2020-04-22,0,1,0,44,0,2,2,2,8,8,1,0,2,0,3,8,7,0,0,44,67,1,3,19,0,7,6,2,3,0,212,2,4,52,510
2020-04-23,0,-1,6,46,2,1,3,0,11,9,2,1,0,10,8,3,16,0,2,34,83,0,1,52,0,11,3,1,8,0,237,20,16,49,634
2020-04-24,0,6,3,24,3,2,0,2,9,6,1,2,0,3,2,12,14,0,0,58,78,2,1,174,0,9,1,1,0,0,168,9,11,39,640
2020-04-25,0,5,1,23,4,2,3,2,0,20,1,-1,0,3,2,6,13,0,0,28,73,1,1,21,0,11,-1,2,4,0,186,9,13,44,476
2020-04-26,1,1,1,34,1,1,-1,6,8,7,0,2,0,2,4,4,15,0,0,50,67,5,1,24,0,4,4,0,1,0,120,7,12,56,437
2020-04-27,0,2,4,33,2,3,1,9,5,13,0,1,0,4,1,5,11,0,1,44,57,12,1,22,1,7,1,0,1,0,135,10,4,34,424
2020-04-28,0,3,20,32,9,2,6,4,7,7,1,3,0,6,8,3,5,0,-1,79,48,5,0,32,0,3,0,2,5,0,189,8,17,22,525
2020-04-29,0,1,13,18,0,3,0,-3,3,7,0,0,0,4,5,9,12,0,0,65,44,2,1,29,0,7,2,4,0,0,49,5,10,57,347
2020-04-30,0,2,3,13,0,0,1,0,16,4,2,1,2,2,5,10,7,0,0,39,42,0,1,22,0,10,-1,1,1,0,233,3,8,32,459
2020-05-01,0,1,1,27,2,0,0,1,6,10,0,0,0,0,1,12,4,0,0,62,50,0,0,35,1,9,0,0,3,6,140,7,10,33,421
2020-05-02,0,1,2,34,2,2,17,0,7,8,0,2,0,4,2,1,11,1,0,48,61,1,0,27,0,11,1,0,-1,0,190,21,9,49,511
2020-05-03,0,1,0,23,2,0,-1,0,9,4,1,2,0,1,0,9,18,1,0,63,68,-4,0,12,0,10,0,0,3,0,157,2,11,42,434
2020-05-04,0,0,4,24,1,0,0,4,3,9,1,1,0,1,0,8,6,0,0,21,57,1,2,10,0,9,0,0,0,0,167,6,11,24,370
2020-05-05,0,1,0,26,5,3,0,-4,4,4,0,0,0,3,6,1,7,1,0,27,57,0,0,18,0,8,1,0,1,0,182,1,16,19,387
2020-05-06,0,0,0,17,0,0,-1,-3,16,4,0,0,0,1,2,-1,9,0,0,20,38,-16,1,48,0,22,0,0,1,0,191,8,18,37,412
2020-05-07,0,1,0,20,9,0,-1,1,6,9,0,1,0,4,2,8,3,0,0,22,46,-1,0,24,1,6,2,0,0,0,175,3,10,48,399
2020-05-08,3,0,0,21,0,0,-1,0,5,11,0,-1,0,-1,-8,6,5,0,0,24,76,4,1,13,0,8,0,0,1,0,261,1,12,36,477
2020-05-09,0,0,0,6,18,1,1,0,3,9,-2,0,0,0,2,0,5,0,0,41,70,1,1,11,0,8,0,0,0,0,130,1,8,32,346
2020-05-10,0,2,0,18,0,0,3,1,3,-8,0,0,0,7,1,4,5,1,0,9,41,0,0,15,0,5,0,1,1,0,145,0,12,28,294
2020-05-11,0,0,1,3,1,1,0,0,2,5,0,0,0,0,2,12,3,0,0,24,58,1,0,18,1,5,0,1,0,0,129,4,23,14,308
2020-05-12,0,0,0,6,2,0,1,2,1,6,1,0,0,3,-1,4,4,0,0,16,74,0,1,16,0,4,0,0,0,0,193,1,5,22,361
2020-05-13,0,-1,0,13,0,1,1,0,7,0,0,0,0,1,5,4,2,0,0,15,48,0,0,11,0,8,1,0,0,0,209,1,8,-5,329
2020-05-14,0,1,7,19,0,2,0,1,1,5,0,0,0,7,3,7,13,1,2,19,74,0,0,3,0,14,0,0,-2,0,45,2,11,23,258
2020-05-15,1,0,10,11,2,0,0,2,18,21,0,0,0,1,1,1,0,1,1,28,55,0,0,14,0,8,0,0,1,0,220,4,9,19,428
2020-05-16,0,0,13,9,1,-1,1,2,14,22,0,0,0,2,0,1,1,0,0,16,86,0,0,9,1,8,0,3,0,0,164,3,8,28,391
2020-05-17,1,0,3,18,1,0,0,-1,6,44,-1,0,0,3,0,-8,18,0,1,22,69,0,0,14,1,3,0,1,0,0,105,4,5,31,340
2020-05-18,2,0,12,19,4,2,1,0,8,4,0,0,0,6,0,0,12,0,0,11,80,1,0,17,-1,8,0,0,0,0,76,6,10,26,304
2020-05-19,0,1,2,22,1,1,0,0,14,4,0,-1,1,2,8,4,1,1,0,22,72,0,0,23,0,6,1,0,0,0,209,2,9,22,427
2020-05-20,0,0,0,18,0,-1,1,3,2,5,1,1,0,5,1,10,3,1,0,19,63,2,0,12,-1,2,1,0,0,0,203,2,14,23,390
2020-05-21,0,0,5,14,0,-1,0,0,3,5,1,2,0,4,0,3,7,2,3,24,38,2,0,7,3,4,0,0,1,0,240,5,6,35,413
2020-05-22,0,1,0,16,0,-1,0,2,13,0,0,-1,1,9,2,2,1,0,0,17,67,-1,0,2,-1,4,6,0,1,0,246,4,21,30,441
2020-05-23,0,1,0,9,1,0,5,2,6,9,0,0,-1,1,0,-1,4,0,0,3,88,2,0,8,0,6,0,-1,0,0,199,4,17,50,412
2020-05-24,0,2,1,21,2,1,-1,-2,3,16,0,1,0,3,1,11,4,1,0,9,101,0,0,9,0,2,0,0,0,0,205,0,25,45,460
2020-05-25,0,0,0,13,0,0,1,2,5,12,0,0,0,1,1,2,2,0,0,5,91,2,0,4,2,1,1,0,0,0,192,5,37,25,404
2020-05-26,0,0,0,24,0,0,0,0,3,9,0,0,0,1,0,2,2,0,0,6,52,0,0,6,1,0,0,0,0,0,153,0,2,26,287
2020-05-27,1,0,1,12,0,0,0,1,3,0,0,0,0,4,1,4,-1,0,0,14,77,2,0,5,0,1,1,0,0,0,128,1,4,33,292
2020-05-28,0,1,0,11,3,0,0,0,2,13,0,0,0,8,0,3,0,1,0,8,96,0,0,4,0,2,0,0,0,0,185,2,10,34,383
2020-05-29,0,1,0,18,0,1,0,0,7,3,0,1,0,0,1,3,1,-1,0,7,71,0,0,4,3,6,0,0,0,0,168,10,20,20,344
2020-05-30,0,1,0,10,0,0,1,0,8,12,0,0,0,1,1,7,7,0,0,-2,125,3,0,4,0,5,0,0,0,0,110,1,8,21,323
2020-05-31,0,0,0,13,0,0,2,3,3,4,0,-1,0,1,0,13,1,0,0,16,103,0,0,7,0,4,0,0,0,0,120,1,13,23,326
2020-06-01,0,1,0,13,1,1,40,3,2,0,0,0,1,0,0,4,1,0,0,11,121,2,0,13,1,1,1,0,0,0,152,3,2,30,404
2020-06-02,0,0,2,14,0,1,101,0,3,7,0,1,0,0,0,3,23,0,0,7,56,1,0,10,0,5,1,0,1,0,165,7,4,34,446
2020-06-03,0,1,0,12,0,0,21,2,6,8,0,2,0,3,2,1,40,0,0,8,53,0,0,16,0,0,0,2,1,0,110,0,5,45,338
2020-06-04,0,1,0,14,0,1,0,0,7,10,0,-1,0,0,0,5,2,2,0,8,46,0,0,11,0,2,0,0,0,0,181,2,10,55,356
2020-06-05,0,1,1,21,2,0,6,3,4,13,0,0,0,1,1,2,-1,0,0,7,70,1,0,9,0,2,0,0,0,0,180,1,6,14,344
2020-06-06,0,1,1,34,0,1,1,0,2,13,0,0,0,0,0,4,5,0,0,6,119,0,0,12,0,8,0,0,0,0,195,4,11,38,455
2020-06-07,0,-1,0,8,0,1,4,0,3,1,0,1,0,1,0,3,4,0,1,6,50,0,0,6,1,4,0,0,0,0,310,-1,5,8,415
2020-06-08,0,1,0,15,1,0,4,0,3,0,0,0,0,2,0,1,2,0,2,2,46,0,0,8,0,4,0,0,0,0,123,0,7,22,243
2020-06-09,0,2,0,10,0,0,0,0,4,7,0,1,0,0,0,2,1,0,0,3,27,1,0,1,0,1,0,0,2,0,114,11,28,15,230
2020-06-10,0,1,0,11,0,0,0,0,7,2,0,0,0,0,0,6,1,0,2,3,37,0,0,3,0,4,0,0,0,0,98,1,53,22,251
2020-06-11,0,2,0,7,1,0,11,0,6,5,0,0,0,1,0,3,2,0,0,-9,44,0,0,7,0,6,2,0,0,0,87,2,13,13,203
2020-06-12,1,0,0,10,1,0,0,1,3,4,0,0,0,0,0,3,2,0,0,14,15,0,0,5,0,1,2,0,0,0,90,3,15,12,182
2020-06-13,1,0,1,4,0,2,0,1,10,2,0,1,0,3,0,5,-1,0,0,12,44,0,0,1,0,4,1,0,2,0,104,3,36,30,266
2020-06-14,0,0,0,5,5,0,0,0,1,10,0,0,0,1,0,3,0,0,0,8,33,1,0,11,0,-1,0,0,0,0,74,1,26,19,197
2020-06-15,0,1,0,9,0,0,2,1,4,3,0,0,0,0,0,3,3,0,0,-2,41,0,0,8,1,3,0,0,0,0,85,5,7,7,181
2020-06-16,0,0,2,3,0,1,2,0,4,-1,0,1,0,1,1,7,2,1,0,6,23,1,0,3,-1,12,0,0,0,0,79,3,16,18,184
2020-06-17,0,2,1,3,1,0,0,0,-1,7,0,0,0,2,0,4,0,0,1,0,38,0,0,7,0,0,2,0,0,0,94,3,22,4,190
2020-06-18,0,0,1,3,3,0,2,1,0,8,0,0,0,1,0,3,5,0,0,7,27,0,0,6,1,3,0,0,0,0,70,10,8,14,173
2020-06-19,0,0,3,7,0,3,6,0,5,4,0,0,0,1,0,6,2,0,0,6,33,0,0,-2,0,15,0,2,0,0,56,1,17,13,178
2020-06-20,1,1,1,4,0,-1,11,1,-1,6,0,0,0,1,0,2,2,0,2,5,54,0,0,10,-1,12,0,0,0,0,71,5,6,14,206
2020-06-21,0,0,0,7,1,2,2,1,-1,3,0,0,1,2,0,1,2,0,0,1,26,2,1,13,0,5,0,0,0,0,63,9,30,4,175
2020-06-22,0,0,0,5,0,-1,5,2,6,5,0,0,0,2,0,3,1,0,0,1,44,0,0,5,0,4,0,0,0,0,36,4,32,7,161
2020-06-23,0,0,0,1,0,2,0,0,8,0,0,0,0,0,0,1,2,0,6,4,46,0,1,8,-1,9,0,1,1,0,63,5,32,27,216
2020-06-24,0,0,0,2,0,1,0,3,2,11,0,0,1,0,1,2,1,0,0,5,33,0,0,4,0,5,0,0,2,0,71,2,5,12,163
2020-06-25,0,0,0,4,0,2,0,7,3,8,0,0,4,0,0,1,5,0,0,4,50,0,0,10,0,8,1,0,0,0,58,2,3,19,189
2020-06-26,0,0,0,3,0,1,5,-5,3,3,0,0,4,0,-1,2,-1,0,0,6,29,0,0,6,0,5,0,0,0,0,30,2,6,13,111
2020-06-27,0,0,1,3,0,0,1,1,5,4,0,0,5,0,0,2,0,0,0,4,35,0,0,6,0,3,0,0,1,0,56,5,16,12,160
2020-06-28,0,0,0,3,0,0,1,1,5,0,0,0,3,0,0,7,1,1,0,4,46,0,0,0,0,6,0,0,0,0,73,5,11,11,178
2020-06-29,0,1,0,5,0,0,0,-2,6,4,0,0,4,0,0,0,2,0,0,3,40,0,0,10,0,1,0,0,0,0,-4,-2,177,12,257
2020-06-30,0,0,0,6,0,0,0,0,1,14,0,0,5,0,0,3,5,0,0,0,31,0,0,8,0,-2,0,0,0,0,47,1,17,21,157
2020-07-01,0,0,0,2,0,0,-1,2,1,1,0,1,3,0,1,1,2,0,0,8,15,0,0,5,0,0,0,0,0,0,79,2,13,14,149
2020-07-02,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,24,0,0,5,0,2,0,0,0,0,71,3,7,27,153
2020-07-03,0,0,0,1,0,1,0,3,4,1,0,0,3,0,1,2,2,0,2,3,22,0,0,2,1,0,1,0,1,0,87,2,3,23,165
2020-07-04,0,0,1,2,0,0,0,1,-3,3,0,1,6,1,0,1,1,3,1,2,23,0,0,6,0,0,0,0,0,0,27,4,21,20,121
2020-07-05,0,1,1,5,0,0,0,-1,3,4,0,0,3,0,1,1,1,3,0,3,28,0,0,0,1,2,0,0,1,0,39,0,27,15,138
2020-07-06,0,1,1,5,1,1,-1,0,10,1,0,0,0,0,-1,0,0,0,0,8,43,0,0,5,0,3,1,0,0,0,59,1,4,12,154
2020-07-07,0,0,1,6,0,0,0,0,9,3,0,-1,0,0,0,0,2,0,0,0,39,0,0,3,0,0,0,0,0,0,30,1,9,10,112
2020-07-08,0,0,0,3,0,0,1,1,1,-1,0,0,0,0,0,1,3,0,2,6,27,0,0,3,0,2,1,0,0,0,50,1,4,13,118
2020-07-09,0,0,0,5,1,0,2,0,2,1,0,0,0,0,0,0,1,0,1,4,28,0,0,0,0,3,0,0,0,0,27,2,86,7,170
2020-07-10,0,1,2,5,0,1,0,0,4,3,0,0,1,0,0,1,4,0,0,2,35,0,0,3,0,4,0,0,0,0,23,3,10,14,116
2020-07-11,1,0,2,11,0,0,-2,0,3,3,0,0,0,0,0,1,1,0,0,9,26,0,0,4,0,1,1,0,0,0,42,3,12,12,130
2020-07-12,0,5,0,6,1,0,0,2,3,0,0,0,0,0,1,5,6,0,0,10,30,0,1,5,0,2,0,0,0,0,36,0,7,9,129
2020-07-13,0,4,2,0,0,0,0,2,1,-3,0,0,0,0,0,2,1,0,0,10,38,0,0,3,0,2,0,0,0,0,34,-1,15,6,116
2020-07-14,0,1,0,5,0,0,0,0,3,9,0,0,0,0,0,0,2,0,0,7,38,0,0,3,0,1,0,0,0,0,14,1,10,17,111
2020-07-15,0,2,0,3,0,0,1,1,2,-2,0,1,0,1,0,0,5,0,0,2,14,0,0,2,0,3,0,0,-1,0,49,-1,15,5,102
2020-07-16,1,0,0,5,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,15,25,0,1,-1,0,2,0,1,0,0,30,2,14,10,111
2020-07-17,0,0,1,11,2,0,1,-1,2,4,0,0,0,1,0,0,3,0,0,7,3,0,0,4,0,6,0,0,0,0,38,1,21,7,111
2020-07-18,1,0,4,2,1,0,0,1,1,4,0,1,0,0,0,2,3,0,0,19,13,0,0,4,0,3,1,-1,0,0,47,7,47,6,166
2020-07-19,0,0,0,1,1,0,0,1,2,3,0,2,1,1,0,2,9,0,0,16,48,0,0,1,0,4,3,0,1,0,25,0,37,6,164
2020-07-20,0,0,6,3,0,0,0,0,2,1,0,0,0,1,0,1,2,0,1,20,35,0,0,4,0,1,0,0,0,0,26,4,21,7,135
2020-07-21,0,0,9,4,1,-1,0,1,2,5,0,1,0,2,1,0,3,0,-1,43,57,0,0,5,0,3,2,1,0,0,30,1,24,10,203
2020-07-22,0,0,9,2,1,0,0,1,3,0,0,0,0,0,-1,1,2,0,0,33,25,0,0,3,0,3,1,0,0,0,28,4,39,11,165
2020-07-23,0,0,6,2,0,0,0,1,0,-3,0,0,0,0,0,3,10,0,0,14,15,0,0,-2,0,1,3,0,0,0,24,2,23,4,103
2020-07-24,0,1,13,4,0,4,4,0,3,0,0,0,0,0,0,2,1,0,0,27,18,0,1,9,0,7,1,1,0,0,31,3,57,8,195
2020-07-25,0,0,3,1,1,0,0,0,6,1,0,0,3,0,0,7,7,0,1,28,12,0,0,1,0,2,3,0,0,0,23,1,33,5,138
2020-07-26,0,2,0,1,0,2,1,1,0,2,1,2,0,1,0,4,-1,0,0,26,12,0,0,6,1,2,4,2,0,0,39,0,25,4,137
2020-07-27,0,0,6,0,1,0,1,1,2,2,0,0,0,2,0,1,4,0,1,28,4,0,0,0,1,0,1,0,0,0,20,1,40,3,119
2020-07-28,0,2,4,1,0,0,6,0,-1,2,0,0,0,4,0,3,13,0,0,25,7,0,0,0,0,1,9,2,1,0,6,2,22,2,111
2020-07-29,0,0,10,1,1,-2,1,0,1,1,-1,0,0,0,0,0,13,0,0,13,4,0,0,1,1,3,1,6,1,1,-13,2,22,9,76
2020-07-30,0,0,2,3,1,0,0,0,1,1,0,2,0,0,0,2,5,0,0,15,12,0,0,0,0,3,6,3,0,0,10,1,15,7,89
2020-07-31,0,1,3,3,1,1,1,0,-1,4,1,1,0,0,0,3,3,0,0,26,20,1,0,0,0,-1,19,6,0,0,19,0,24,-1,134
2020-08-01,0,4,4,0,1,0,0,1,3,0,0,0,0,0,0,2,3,0,0,17,33,1,0,4,0,1,7,2,2,0,16,0,16,7,124
2020-08-02,0,2,14,4,0,0,3,-1,0,2,0,2,0,4,0,1,0,0,0,16,14,0,1,3,0,1,8,-1,1,0,9,0,13,20,116
2020-08-03,0,0,7,9,1,0,0,1,0,3,0,2,0,11,0,2,0,0,0,4,10,1,0,2,0,2,11,0,0,0,10,0,9,3,88
2020-08-04,0,0,9,3,0,0,0,0,1,3,0,1,0,3,0,2,2,0,0,1,16,1,0,2,0,2,8,0,0,0,22,1,9,5,91
2020-08-05,0,0,14,0,0,0,0,0,2,0,0,0,0,2,0,1,5,0,0,16,11,0,0,0,0,0,4,0,0,0,18,1,2,10,86
2020-08-06,0,0,10,2,0,0,1,1,1,2,0,1,0,-1,0,1,5,0,0,19,7,0,1,-1,0,1,7,1,1,0,30,0,5,1,95
2020-08-07,0,0,6,5,0,0,1,0,2,2,0,0,0,0,0,1,6,0,0,15,15,0,0,4,0,3,7,0,0,0,10,1,4,6,88
2020-08-08,0,0,9,2,-1,1,1,1,3,3,0,3,0,0,1,0,6,0,0,13,13,0,0,-1,-2,1,6,1,0,0,1,2,3,4,70
2020-08-09,0,2,0,0,0,1,0,0,2,4,0,2,0,2,0,1,0,0,0,6,17,0,0,1,0,0,1,1,0,0,25,1,4,9,79
2020-08-10,0,0,5,2,0,1,0,2,5,4,0,0,0,0,0,1,11,0,0,20,19,0,0,5,0,1,4,0,0,0,16,0,12,7,115
2020-08-11,0,0,6,2,0,0,0,0,2,-1,0,3,0,4,-1,2,-1,0,0,7,7,0,0,3,0,0,8,0,0,0,-21,2,10,1,33
2020-08-12,0,2,7,2,0,0,0,-1,2,6,0,1,0,2,0,1,4,0,0,13,16,0,0,3,0,2,4,0,1,0,19,0,8,3,95
2020-08-13,0,0,2,3,0,2,0,1,2,4,0,-2,0,0,0,6,1,0,0,10,19,0,0,8,0,2,3,0,0,0,1,7,9,0,78
2020-08-14,0,0,-1,4,0,1,2,0,4,6,0,1,0,3,0,2,3,0,-1,7,17,1,0,0,0,-1,4,0,0,0,30,0,6,4,92
2020-08-15,0,0,20,1,1,0,1,0,0,7,1,0,0,1,0,7,2,0,0,12,23,0,0,3,0,-1,3,0,0,0,16,-1,3,7,106
2020-08-16,0,0,3,0,0,0,0,2,1,8,0,2,0,0,0,5,5,0,0,3,27,1,0,5,0,1,2,0,0,0,10,2,2,2,81
2020-08-17,0,0,0,2,0,0,0,0,1,-2,1,0,0,4,0,2,1,0,0,19,25,0,0,8,0,2,0,0,0,0,26,0,3,7,99
2020-08-18,0,1,0,4,0,2,0,0,1,6,0,1,0,1,0,1,3,0,0,8,17,0,0,12,0,1,7,0,0,0,27,2,28,3,125
2020-08-19,0,0,-4,1,1,0,2,1,1,2,0,17,0,0,0,1,0,0,0,18,18,0,0,-1,0,1,4,0,1,0,33,2,1,3,102
2020-08-20,0,0,0,1,0,0,1,0,2,0,0,2,1,0,0,7,0,0,0,11,19,0,0,6,0,0,0,0,0,0,21,1,0,4,76
2020-08-21,0,2,1,3,2,0,0,0,4,6,0,1,1,1,1,1,8,0,0,37,21,-1,0,1,0,4,2,0,0,0,25,0,4,7,131
2020-08-22,0,6,-2,7,1,0,0,1,-1,9,0,2,0,0,0,0,0,0,0,14,25,2,0,-1,1,4,2,1,1,0,25,1,4,6,108
2020-08-23,0,0,3,5,1,-1,3,0,3,1,1,3,0,0,3,1,2,0,0,7,32,1,0,4,0,0,4,1,0,0,20,1,10,10,115
2020-08-24,0,0,1,2,0,0,0,1,3,0,0,2,0,1,0,2,1,0,0,24,21,0,0,4,0,1,0,0,0,0,30,0,3,9,105
2020-08-25,0,0,1,0,1,0,0,0,0,4,0,4,0,1,1,0,1,0,1,16,25,0,0,-2,0,4,0,0,1,0,26,2,2,12,100
2020-08-26,0,0,0,1,4,0,0,0,1,-1,2,-1,1,0,0,1,0,0,0,16,22,0,0,2,0,0,7,0,0,0,23,1,2,7,88
2020-08-27,0,0,1,10,0,0,0,0,6,-3,1,0,0,0,1,3,3,0,2,22,19,0,1,2,0,4,0,0,0,0,36,3,12,-5,118
2020-08-28,0,0,2,4,1,0,0,1,3,2,0,0,0,0,1,0,1,0,0,17,27,0,0,3,1,6,0,0,0,0,32,2,4,15,122
2020-08-29,0,0,0,7,-1,-1,3,-1,0,2,0,1,0,0,3,2,1,0,0,20,32,0,0,7,0,4,0,0,0,1,41,1,19,7,148
2020-08-30,0,0,1,3,1,0,0,1,3,4,0,4,0,0,0,0,2,0,0,16,27,0,0,1,1,1,0,0,0,-1,35,1,6,6,112
2020-08-31,1,1,1,5,3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,21,16,1,0,0,0,1,0,0,0,0,41,0,5,12,114
2020-09-01,0,1,0,1,-1,1,1,0,6,6,0,0,0,1,0,0,2,0,0,8,28,0,0,2,0,5,0,0,0,0,26,2,11,12,112
2020-09-02,0,1,0,6,-1,0,0,2,2,5,0,0,0,0,-1,1,0,0,0,12,34,0,0,5,0,5,0,0,0,0,43,0,4,15,133
2020-09-03,0,0,0,4,5,0,0,1,0,2,0,0,0,1,1,5,1,0,0,22,45,1,0,2,0,1,0,0,0,0,31,0,5,5,132
2020-09-04,1,4,0,2,1,0,-1,1,3,5,0,0,0,0,-1,0,0,0,0,13,72,0,1,1,0,2,0,0,0,0,41,0,1,2,148
2020-09-05,0,-1,0,6,3,1,0,1,3,8,0,0,0,0,0,0,2,0,0,30,46,0,0,1,0,4,0,0,0,0,42,1,3,19,169
2020-09-06,0,0,-1,4,1,-1,0,0,5,4,0,0,0,1,0,0,3,0,0,21,44,0,0,1,0,6,0,0,0,0,49,2,3,16,158
2020-09-07,0,1,0,2,0,0,0,-1,5,5,2,0,0,0,2,1,3,0,0,25,57,0,0,4,2,2,0,0,0,0,60,0,3,17,190
2020-09-08,0,0,0,5,2,0,0,0,4,5,0,0,0,0,1,3,1,0,0,37,42,1,0,6,0,3,0,0,0,0,48,3,5,19,185
2020-09-09,0,-1,1,4,0,0,0,0,7,4,0,0,0,0,-2,2,1,0,0,16,41,0,0,6,0,5,0,0,0,0,50,0,2,13,149
2020-09-10,0,0,0,13,2,2,0,0,4,2,0,2,1,1,0,3,2,1,0,12,22,0,0,7,1,4,0,0,0,0,55,3,5,28,170
2020-09-11,0,0,0,9,1,0,0,0,6,6,0,1,1,0,0,-1,4,0,0,37,38,0,0,15,0,3,1,0,0,0,71,2,5,14,213
2020-09-12,0,0,1,10,1,0,2,0,3,2,0,0,1,0,0,2,2,0,0,27,62,0,1,5,1,11,2,0,0,0,77,3,7,12,232
2020-09-13,0,1,0,5,1,0,0,1,8,0,0,0,2,0,1,0,4,0,0,47,35,0,1,7,1,1,0,2,0,0,63,0,13,11,204
2020-09-14,0,0,1,9,2,1,2,0,7,4,0,0,-1,1,0,6,0,1,0,60,71,0,0,7,0,6,1,0,0,0,112,6,4,13,313
2020-09-15,0,0,0,7,5,0,1,2,6,-1,0,1,-1,0,1,6,8,0,0,51,42,1,0,11,1,8,1,0,0,-1,73,5,2,22,251
